workload,sample_id,condition,elapsed_seconds_ratio,input_tokens_ratio,output_tokens_ratio,packets_total_ratio,bytes_total_ratio,bytes_client_to_server_ratio,bytes_server_to_client_ratio
qa,conv-44::98,no_compression,1.0012802548857471,1.0,1.0,3.509433962264151,1.0423666126473063,1.0507314218841428,0.8116830724544134
qa,conv-44::98,longllmlingua_2x,0.9965091089950517,1.0,1.0,1.7391304347826086,1.0054021422822117,1.0367539159812988,0.6990663554518173
qa,conv-44::98,longllmlingua_4x,1.0004154731995345,1.0,1.0,1.140625,0.9639416968884987,1.0240682771248006,0.7480114540248171
qa,conv-47::150,no_compression,1.0007774850030593,1.0,1.0,2.912280701754386,1.0359728737507647,1.0502993532368194,0.7325038880248833
qa,conv-47::150,longllmlingua_2x,0.9986700499611747,1.0,1.0,1.640625,1.009371919184356,1.0397460281942268,0.7576775987947618
qa,conv-47::150,longllmlingua_4x,0.9958969515714361,1.0,1.0,1.24,0.9696637341609688,1.0242377074241877,0.6841186736474695
qa,conv-48::175,no_compression,1.003210171274189,1.0,1.0,2.4935064935064934,1.0386433121415717,1.0510565254417714,0.8573788011269795
qa,conv-48::175,longllmlingua_2x,0.9959652363849583,1.0,1.0,1.3676470588235294,0.9935648034145941,1.0360362121893514,0.7712853049529267
qa,conv-48::175,longllmlingua_4x,1.0014773768679042,1.0,1.0,1.1846153846153846,0.9667876544967143,1.0265355811014887,0.7670513084689883
qa,conv-49::105,no_compression,1.001644131935682,1.0,1.0,2.5272727272727273,1.0313710796115885,1.0465561117009623,0.764792899408284
qa,conv-49::105,longllmlingua_2x,0.9986793004817659,1.0,1.0,1.48,0.9929180640438535,1.0331593490942586,0.6765726353899533
qa,conv-49::105,longllmlingua_4x,0.9919308183499078,1.0,1.0,1.1521739130434783,0.955932296231376,1.017955294979846,0.6691821962113045
qa,conv-50::135,no_compression,1.000791150414175,1.0,1.0,3.5531914893617023,1.043599404534496,1.0504711598253393,0.8598574821852731
qa,conv-50::135,longllmlingua_2x,1.0017383755730265,1.0,1.0,1.8863636363636365,1.0106257694984209,1.03991863350453,0.6351701183431953
qa,conv-50::135,longllmlingua_4x,1.000530498771465,1.0,1.0,1.1604938271604939,0.9711317613839897,1.0287088146588517,0.8067581837381204
qa,conv-50::4,no_compression,0.9983933172638306,1.0,1.0,2.9298245614035086,1.0377845713542344,1.0500306853051482,0.7844851904090268
qa,conv-50::4,longllmlingua_2x,1.0002596879848862,1.0,1.0,1.7777777777777777,1.0113402193807677,1.0405755112373773,0.715525828945496
qa,conv-50::4,longllmlingua_4x,0.9983766899057256,1.0,1.0,1.22,0.9674860467877924,1.0227195274338294,0.6853329464674307
qa,conv-50::55,no_compression,0.99998805902013,1.0,1.0,3.1403508771929824,1.0436055019022534,1.0505151054415043,0.9007891770011274
qa,conv-50::55,longllmlingua_2x,1.0014839485412546,1.0,1.0,1.7777777777777777,1.011209290583186,1.038981008186843,0.7260702602759209
qa,conv-50::55,longllmlingua_4x,1.001268714827835,1.0,1.0,1.2115384615384615,0.9684673395456928,1.0239738169916814,0.6868253528923333
qa,conv-50::85,no_compression,1.0005076063099791,1.0,1.0,3.7209302325581395,1.0425896860244108,1.049989395981419,0.8185584092792046
qa,conv-50::85,longllmlingua_2x,0.9939859700094879,1.0,1.0,2.1,1.0154229332311524,1.039481774264383,0.6703758135628806
qa,conv-50::85,longllmlingua_4x,0.997322502536653,1.0,1.0,1.2777777777777777,0.9654734704239655,1.021806047006703,0.542449773169151
summary,conv-26::event_summary::Caroline,no_compression,1.000894393296882,1.0,1.0,1.0653303637713438,1.0101177537221318,1.0630295038734134,0.9727056169089985
summary,conv-26::event_summary::Caroline,longllmlingua_2x,1.0000674460494836,1.0,1.0,1.019375,0.9953388876379193,1.0683014017753143,0.966921139495956
summary,conv-26::event_summary::Caroline,longllmlingua_4x,1.001414263560163,1.0,1.0,1.0063058328954282,0.9888553476335673,1.074745751445727,0.9633749954810318
summary,conv-26::event_summary::Melanie,no_compression,0.9994485150008448,1.0,1.0,1.0663176265270506,0.9948509120280002,1.0607758798957774,0.9422378699526901
summary,conv-26::event_summary::Melanie,longllmlingua_2x,1.000591794087889,1.0,1.0,1.0225782957028404,0.9938490938831036,1.0664019363978092,0.9641598656223184
summary,conv-26::event_summary::Melanie,longllmlingua_4x,1.0017778048803576,1.0,1.0,1.014647137150466,0.9993136145818768,1.0806237513575843,0.9740578315862247
summary,conv-30::event_summary::Gina,no_compression,0.999508871860157,1.0,1.0,1.0917721518987342,1.0240243993900153,1.0512273530053777,0.996391820115099
summary,conv-30::event_summary::Gina,longllmlingua_2x,1.0025922654581823,1.0,1.0,1.0153688524590163,0.9943719805675745,1.0571292478528156,0.9671576664385949
summary,conv-30::event_summary::Gina,longllmlingua_4x,1.0004733674156083,1.0,1.0,1.0017543859649123,0.9964142372670421,1.040274207369323,0.9776576016345929
summary,conv-30::event_summary::Jon,no_compression,0.9997948886765771,1.0,1.0,1.0386206896551724,1.0026213708654148,1.063320263893128,0.9690180753167079
summary,conv-30::event_summary::Jon,longllmlingua_2x,1.0015388101923737,1.0,1.0,1.0109324758842444,0.9887769982362998,1.0692215205388307,0.96102138628217
summary,conv-30::event_summary::Jon,longllmlingua_4x,0.9982025260610702,1.0,1.0,1.0019286403085825,0.9864305701877744,1.0784141971446448,0.9620493244200807
summary,conv-42::event_summary::Nate,no_compression,1.0014102311716528,1.0,1.0,1.0701559020044544,1.008825315865054,1.0649484536082474,0.9672926305180125
summary,conv-42::event_summary::Nate,longllmlingua_2x,1.0001163970473101,1.0,1.0,1.0154142581888246,0.9917980960183808,1.072734354493188,0.9629254854816153
summary,conv-42::event_summary::Nate,longllmlingua_4x,0.9994463628663304,1.0,1.0,1.0147453083109919,1.0048447672981151,1.0521909719524511,0.98425542697863
summary,conv-43::event_summary::John,no_compression,1.0001334124408237,1.0,1.0,1.0638502160345655,1.0064620757595695,1.0659654545217765,0.9651741743098541
summary,conv-43::event_summary::John,longllmlingua_2x,1.0002025393620377,1.0,1.0,1.027749747729566,0.9966745305603677,1.0684345355679494,0.9641645294618039
summary,conv-43::event_summary::John,longllmlingua_4x,1.0002785861023171,1.0,1.0,1.010597302504817,0.9899084219468478,1.0745846555908158,0.9625774615215447
summary,conv-44::event_summary::Audrey,no_compression,1.000267673342496,1.0,1.0,1.0979418026969483,1.0160549361697282,1.061674131360058,0.9720064645234653
summary,conv-44::event_summary::Audrey,longllmlingua_2x,1.0003055225081525,1.0,1.0,1.0192492781520692,0.9932550304144334,1.0708040311440412,0.9634723842423036
summary,conv-44::event_summary::Audrey,longllmlingua_4x,0.9998166470621208,1.0,1.0,1.00711743772242,0.9755752759723227,1.0714109190153331,0.9424318207999048
summary,conv-49::event_summary::Evan,no_compression,1.0001936139528398,1.0,1.0,1.0631994733377221,1.0085825766835101,1.0627694223584634,0.9710667578602665
summary,conv-49::event_summary::Evan,longllmlingua_2x,1.0010929080798756,1.0,1.0,1.0285714285714285,1.0037264427337254,1.0751665175464757,0.9744969554977975
summary,conv-49::event_summary::Evan,longllmlingua_4x,1.0005170655194864,1.0,1.0,1.0033333333333334,0.9720640191516883,1.0652703505644683,0.9393264289254689
